,seller_id,seller_city,seller_state,distinct_prod,distinct_categories,delivery_avg,review_avg,total_orders,total_income,avg_price_month
365,1400,sao paulo,SP,13,5,-5.0,3.69,13,729.0899999999999,56.08
366,1952,rio de janeiro,RJ,10,2,-25.2,4.4,10,1304.9,130.49
367,495,formiga,MG,60,1,-9.45,4.08,60,19025.36,317.09
368,2624,sao paulo,SP,62,5,-7.79,4.82,62,6979.36,112.57
369,1324,belo horizonte,MG,169,4,-10.55,4.49,169,11919.37,70.53
370,2582,centro,MG,10,1,-8.33,2.9,10,302.88,30.29
371,992,garca,SP,95,4,-13.65,4.42,95,18747.5,197.34
372,54,sao paulo,SP,29,3,-11.24,3.83,29,1449.1,49.97
373,2133,sao goncalo,RJ,123,1,-15.59,3.81,123,8212.77,66.77
374,1214,patos de minas,MG,11,2,-6.27,4.55,11,815.1,74.1
375,1588,sorocaba,SP,15,2,-8.2,3.53,15,1393.6399999999999,92.91
376,2799,pato branco,PR,9,1,-8.33,4.78,9,251.87,27.99
377,815,carapicuiba,SP,44,1,-11.57,4.59,44,4469.56,101.58
378,2710,campinas,SP,8,2,-11.75,4.62,8,978.4000000000001,122.3
379,520,barueri,SP,11,3,-17.0,2.55,11,593.1,53.92
380,1378,itatiba,SP,115,6,-13.43,4.35,115,32172.75,279.76
381,860,curitiba,PR,34,8,-10.03,5.0,34,345.6,10.16
382,198,campinas,SP,139,4,-10.12,4.14,139,7167.5199999999995,51.56
383,2467,vila velha,ES,11,5,-10.55,3.82,11,779.89,70.9
384,418,sao pedro,SP,26,2,-12.58,3.88,26,3859.01,148.42
385,868,sao paulo,SP,19,4,-5.32,3.58,19,2356.61,124.03
386,1185,novo hamburgo,RS,117,12,-11.28,4.44,117,25284.91,216.11
387,1832,sao jose dos campos,SP,83,4,-12.49,4.3,83,3166.9,38.16
388,2578,sao paulo,SP,7,2,-7.14,4.43,7,217.04000000000002,31.01
389,1761,sao paulo,SP,28,3,-10.43,4.36,28,899.35,32.12
390,1754,ribeirao preto,SP,8,1,-12.25,4.38,8,4813.25,601.66
391,781,santo andre,SP,254,5,-13.04,4.07,254,18690.25,73.58
392,431,osasco,SP,177,3,-10.93,3.98,177,35339.1,199.66
393,3018,icara,SC,62,1,-15.03,4.02,62,6903.8,111.35
394,2369,sao caetano do sul,SP,10,1,-15.6,3.3,10,529.9,52.99
395,1784,tubarao,SC,12,1,-30.83,3.33,12,2389.8,199.15
396,1211,rio de janeiro,RJ,335,11,-14.1,3.88,335,40093.5,119.68
397,422,itau de minas,MG,3,1,-13.0,4.33,3,174.70000000000002,58.23
398,53,santo antonio de padua,RJ,16,1,-11.87,4.31,16,2575.9,160.99
399,1594,presidente prudente,SP,56,3,-8.02,3.57,56,4255.0,75.98
400,2846,lencois paulista,SP,91,1,-13.03,4.15,91,8253.42,90.7
401,1753,ipatinga,MG,16,1,-13.94,3.81,16,2755.5,172.22
402,1348,jundiai,SP,9,2,-8.5,4.44,9,1372.95,152.55
403,550,sao paulo,SP,6,1,-7.83,4.5,6,378.9,63.15
404,252,bauru,SP,2,1,-15.0,1.0,2,78.35,39.17
405,1240,morrinhos,GO,22,1,-12.68,4.23,22,2081.07,94.59
406,2269,assis,SP,45,1,-11.73,4.53,45,4012.75,89.17
407,496,santo andre,SP,23,2,-20.13,3.65,23,1516.76,65.95
408,1632,lencois paulista,SP,11,1,-15.73,4.18,11,685.2,62.29
409,2955,santo andre,SP,19,1,-8.53,4.68,19,1362.0,71.68
410,1642,ribeirao preto,SP,13,3,-15.31,4.08,13,1167.66,89.82
411,3057,presidente prudente,SP,8,2,-8.88,4.62,8,847.78,105.97
412,1243,ribeirao pretp,SP,2,1,-14.5,4.0,2,153.6,76.8
413,1673,sao paulo,SP,108,10,-14.42,3.79,108,4597.26,42.57
414,2922,sao paulo,SP,59,4,-10.04,4.03,59,2307.41,39.11
415,2994,sao paulo,SP,132,6,-12.25,4.09,132,9372.8,71.01
416,2418,guarulhos,SP,372,1,-13.23,4.05,372,45495.53,122.3
417,508,sao paulo,SP,6,1,-7.17,3.17,6,301.0,50.17
418,2480,ibitinga,SP,884,6,-14.22,3.82,884,68003.56,76.9
419,458,ibitinga,SP,18,1,-23.83,2.56,18,2327.0,129.28
420,372,tupa,SP,81,1,-14.66,4.1,81,13902.53,171.64
421,1586,ibitinga,SP,438,4,-16.89,3.84,438,47826.990000000005,109.19
422,1030,santa barbara d'oeste,SP,217,7,-11.6,4.35,217,18020.31,83.04
423,2805,santa barbara d oeste,SP,10,2,-8.5,4.4,10,930.9,93.09
424,2195,sao paulo,SP,171,3,-10.24,4.16,171,2621.23,15.33
425,1908,sao paulo,SP,14,1,-18.43,3.64,14,412.79999999999995,29.49
426,201,sao bernardo do campo,SP,73,5,-8.86,4.6,73,2004.89,27.46
427,1209,farroupilha,RS,41,1,-12.54,4.61,41,2153.39,52.52
428,3021,sao paulo,SP,352,3,-11.27,4.42,352,16594.85,47.14
429,52,cosmopolis,SP,17,2,-16.24,3.53,17,5518.0,324.59
430,81,sao luis,MA,403,1,-17.74,3.99,403,36217.97,89.87
431,2059,sao jose,SC,153,4,-12.51,4.41,153,10745.2,70.23
432,173,sete lagoas,MG,282,9,-10.77,4.32,282,11195.4,39.7
433,1502,sao paulo,SP,1236,2,-11.1,4.23,1236,149554.88,121.1
434,466,sao paulo,SP,29,1,-13.19,4.07,29,3897.52,134.4
435,1388,penapolis,SP,343,2,-14.88,4.05,343,38562.36,112.43
436,616,penapolis,SP,78,1,-12.88,4.0,78,6455.4,82.76
437,1392,serra negra,SP,75,5,-11.99,4.41,75,5488.3,73.18
438,2927,sao paulo,SP,221,9,-8.79,4.0,221,10697.69,48.41
439,2516,uba,MG,22,6,-14.4,3.41,22,7580.79,344.58
440,3016,sao paulo,SP,7,3,-6.71,4.57,7,359.92999999999995,51.42
441,2947,guarulhos,SP,29,5,-9.18,4.24,29,2100.8,72.44
442,3038,salvador,BA,6,3,-7.67,3.83,6,554.99,92.5
443,2355,guara,SP,269,1,-15.37,3.88,269,38129.4,141.74
444,2360,curitiba,PR,324,2,-9.91,4.46,324,44917.090000000004,138.63
445,3084,guarulhos,SP,32,8,-9.78,4.28,32,1640.03,51.25
446,1253,jau,SP,45,7,-10.25,3.29,45,4169.79,92.66
447,71,belo horizonte,MG,63,3,-12.68,4.1,63,13769.01,218.56
448,130,sao paulo,SP,15,3,-13.2,4.33,15,1716.87,114.46
449,986,cascavel,PR,183,11,-15.24,3.87,183,58181.29,317.93
450,698,porto belo,SC,3,1,-6.0,4.67,3,103.69999999999999,34.57
451,2968,taruma,SP,13,1,-13.18,3.08,13,1912.15,147.09
452,1375,rio de janeiro,RJ,103,1,-11.01,4.24,103,12706.28,123.36
453,617,sao jose dos campos,SP,6,1,-7.67,3.0,6,823.2,137.2
454,2435,porto belo,SC,13,1,-8.46,5.0,13,1266.0,97.38
455,299,ouro fino,MG,16,1,-16.19,4.25,16,2877.7,179.86
456,2361,mogi guacu,SP,13,1,-3.85,4.46,13,1798.61,138.35
457,847,piracicaba,SP,98,7,-11.94,3.8,98,21360.34,217.96
458,1307,jundiai,SP,6,3,-5.67,4.5,6,739.52,123.25
459,879,marilia,SP,83,5,-13.21,3.78,83,19352.19,233.16
460,1390,sao jose do rio preto,SP,7,4,-11.71,4.43,7,2027.18,289.6
461,2001,florianopolis,SC,14,3,-19.57,2.57,14,7147.0,520.62
462,1976,curitiba,SP,4,1,-12.75,4.25,4,301.6,75.4
463,575,santa barbara d'oeste,SP,92,1,-8.3,4.16,92,4980.8,54.14
464,17,maringa,PR,12,2,-9.25,3.83,12,729.88,60.82
465,2696,florianopolis,SC,87,11,-9.82,4.02,87,4807.0,55.25
466,1093,sao paulo,SP,134,6,-12.57,4.25,134,22357.510000000002,166.85
467,1006,echapora,SP,24,4,-9.57,4.17,24,1317.3600000000001,54.89
468,2726,rolandia,PR,42,4,-14.98,3.79,42,5712.56,136.01
469,546,sao paulo,SP,25,2,-14.29,3.68,25,1522.5,60.9
470,2498,sao paulo,SP,149,11,-10.01,3.86,149,8868.56,59.52
471,1959,carapicuiba / sao paulo,SP,9,8,-4.89,4.44,9,810.95,90.11
472,310,sao paulo,SP,10,1,-12.4,4.3,10,311.09999999999997,31.11
473,2128,divinopolis,MG,24,2,-18.63,2.79,24,6202.91,258.45
474,1843,claudio,MG,21,1,-21.16,2.33,21,909.0,43.29
475,896,rio branco,AC,1,1,,1.0,1,267.0,267.0
476,1100,campinas,SP,181,3,-10.63,4.18,181,11161.9,61.67
477,202,catanduva,SP,2,1,-9.0,5.0,2,781.9,390.95
478,2911,brusque,SC,2,0,-18.0,4.0,2,327.8,163.9
479,2797,teresopolis,RJ,60,8,-9.52,4.6,60,52774.27,879.57
480,644,rio de janeiro,RJ,25,5,-9.48,4.04,25,2265.48,90.62
481,1694,curitiba,PR,14,4,-9.33,2.64,14,2369.8,169.27
482,2928,ponta grossa,PR,2,2,-11.5,4.5,2,149.8,74.9
483,2309,sao paulo,SP,2,1,-34.0,1.0,2,4700.0,2350.0
484,2915,sao jose dos campos,SP,10,3,-12.7,2.7,10,2638.9300000000003,263.89
485,2253,sao paulo,SP,85,8,-15.2,3.06,85,4482.22,52.73
486,2944,sao paulo,SP,88,11,-11.43,3.86,88,3916.98,44.51
487,1730,sao paulo,SP,8,1,-39.12,1.0,8,121.2,15.15
488,1021,pedreira,SP,555,6,-11.91,4.07,555,31914.69,57.5
489,1509,ibitinga,SP,183,1,-11.37,3.78,183,22110.1,120.82
490,269,bariri,SP,33,1,-14.1,3.55,33,9889.699999999999,299.69
491,920,jau,SP,412,3,-13.4,4.17,412,45401.0,110.2
492,2208,blumenau,SC,9,1,-10.44,4.44,9,1255.6,139.51
493,2521,rio de janeiro,RJ,81,1,-11.52,3.75,81,13449.0,166.04
494,2188,sao paulo,SP,1,1,,1.0,1,69.9,69.9
495,1440,ribeirao pires,SP,78,3,-11.49,3.44,78,7356.77,94.32
496,400,ribeirao preto,SP,433,3,-13.98,4.14,433,55908.28,129.12
497,1416,rio claro,SP,26,1,-7.27,4.42,26,2821.2,108.51
498,1126,coronel fabriciano,MG,21,2,-13.1,2.33,21,2992.1,142.48
499,699,maringa,PR,54,1,-10.72,4.0,54,7799.92,144.44
500,440,itauna,MG,277,1,-13.57,3.71,277,55983.85,202.11
501,601,maringa,PR,44,1,-15.55,4.36,44,6921.13,157.3
502,888,vendas@creditparts.com.br,PR,37,1,-13.92,4.08,37,6111.79,165.18
503,261,maringa,PR,64,2,-13.42,3.69,64,17481.4,273.15
504,1631,sao paulo,SP,192,4,-10.52,4.27,192,43887.25,228.58
505,793,brasilia,DF,40,3,-10.23,4.2,40,7703.0,192.58
506,1724,andradas,MG,27,6,-16.6,4.19,27,13407.3,496.57
507,2728,ipaussu,SP,75,6,-9.68,4.4,75,7337.0,97.83
508,421,capivari,SP,59,11,-14.32,3.69,59,12900.26,218.65
509,1827,limeira,SP,30,4,-5.37,4.27,30,1819.43,60.65
510,2233,guarulhos,SP,45,5,-12.91,4.42,45,46444.9,1032.11
511,1555,sao paulo,SP,95,6,-12.46,4.09,95,4814.89,50.68
512,2359,sao paulo,SP,13,1,-11.38,4.23,13,19087.0,1468.23
513,1845,sao paulo,SP,13,1,-7.85,4.31,13,1458.8700000000001,112.22
514,2741,curitiba,PR,25,2,-10.64,4.48,25,3187.1,127.48
515,1432,vitoria de santo antao,PE,3,1,-11.0,4.33,3,2217.99,739.33
516,3014,"rio de janeiro, rio de janeiro, brasil",RJ,2,1,-7.0,4.5,2,789.8,394.9
517,2393,registro,SP,45,2,-11.59,4.49,45,12708.55,282.41
518,1291,sao paulo,SP,30,2,-7.67,3.93,30,860.8199999999999,28.69
519,1858,sao paulo,SP,209,1,-8.55,3.94,209,4710.64,22.54
520,1513,sao paulo,SP,100,2,-9.69,4.35,100,9966.59,99.67
521,2505,sao paulo,SP,29,2,-6.86,4.17,29,2542.0,87.66
522,1842,brusque,SC,88,1,-18.18,2.93,88,8071.89,91.73
523,2348,brusque,SC,133,2,-9.53,3.71,133,16244.85,122.14
524,134,sorocaba,SP,10,1,-17.9,4.1,10,1985.8700000000001,198.59
525,120,taboao da serra,SP,7,2,-5.14,4.86,7,492.3,70.33
526,1549,sao paulo,SP,370,9,-12.34,3.88,370,59773.3,161.55
527,1676,ribeirao preto,SP,442,3,-14.27,3.44,442,24615.37,55.69
528,2106,mateus leme,MG,26,2,-12.65,3.5,26,8757.98,336.85
529,1510,rio bonito,SP,2,1,-12.0,5.0,2,180.0,90.0
530,538,sao paulo,SP,13,1,-13.54,4.92,13,1219.8899999999999,93.84
531,1644,jacarei,SP,107,3,-9.87,4.06,107,7764.85,72.57
532,1764,marilia,SP,16,5,-12.62,3.94,16,1470.4,91.9
533,2980,curitiba,PR,32,4,-9.84,4.44,32,5188.68,162.15
534,579,uba,MG,50,1,-16.04,4.44,50,11365.0,227.3
535,607,guarulhos,SP,133,2,-8.94,4.35,133,10787.949999999999,81.11
536,3053,sao paulo,SP,64,1,-9.27,4.16,64,8532.0,133.31
537,9,sao paulo,SP,188,2,-8.95,4.29,188,21821.0,116.07
538,2456,cascavel,PR,34,5,-12.5,4.56,34,2644.67,77.78
539,830,paulinia,SP,12,1,-6.33,4.83,12,1104.89,92.07
540,155,valinhos,SP,77,1,-10.9,3.92,77,3174.6,41.23
541,2872,ribeirao preto,SP,47,3,-18.22,3.62,47,2359.47,50.2
542,939,ribeirao preto,SP,26,2,-20.24,3.5,26,1989.59,76.52
543,1319,maringa,PR,6,1,-9.83,4.83,6,224.0,37.33
544,3052,sao jose do rio preto,SP,16,2,-11.44,4.0,16,2728.8,170.55
545,1824,sao paulo,SP,9,2,-21.67,3.56,9,648.1,72.01
546,2774,sao paulo,SP,73,11,-13.21,3.95,73,5636.21,77.21
547,1450,itu,SP,5,2,-4.6,5.0,5,206.7,41.34
548,1327,curitiba,PR,4,2,-9.75,4.5,4,299.69,74.92
549,1098,londrina,PR,14,1,-6.46,4.21,14,1265.69,90.41
550,2471,santana de parnaiba,SP,2,1,-21.0,2.5,2,351.8,175.9
551,279,betim,MG,135,4,-7.96,4.01,135,10094.65,74.78
552,851,volta redonda,SP,160,2,-14.36,3.95,160,12816.81,80.11
553,3061,osasco,SP,17,6,-10.94,4.06,17,2527.5899999999997,148.68
554,2225,brasilia,DF,2,1,-7.0,5.0,2,341.98,170.99
555,574,aruja,SP,25,7,-14.33,3.64,25,1873.5,74.94
556,2803,jussara,PR,100,6,-17.35,3.72,100,14433.9,144.34
557,2488,nova friburgo,RJ,1,1,-16.0,4.0,1,569.0,569.0
558,1891,blumenau,SC,22,1,-11.32,4.64,22,2510.54,114.12
559,883,arraial d'ajuda (porto seguro),BA,31,2,-16.55,3.94,31,7714.87,248.87
560,1332,sao joaquim da barra,SP,69,1,-13.19,4.29,69,8926.2,129.37
561,1506,laranjal paulista,SP,253,4,-16.14,4.07,253,16953.71,67.01
562,1323,uberlandia,MG,10,2,-5.7,3.8,10,588.95,58.9
563,1540,campo grande,MS,2,1,-12.0,4.0,2,183.2,91.6
564,1934,sao paulo,SP,459,7,-8.88,4.25,459,26894.52,58.59
565,100,osasco,SP,83,1,-8.34,4.61,83,14504.2,174.75
566,2974,pilar do sul,SP,30,4,-11.5,4.13,30,3311.9,110.4
567,2641,belo horizonte,MG,46,8,-12.3,4.13,46,2442.4,53.1
568,2685,sarandi,PR,12,1,-11.09,3.75,12,1058.7,88.22
569,2997,indaiatuba,SP,102,3,-11.59,4.27,102,5103.71,50.04
570,1568,mogi mirim,SP,43,8,-7.84,4.56,43,2094.36,48.71
571,2302,sao paulo,SP,41,2,-13.0,3.71,41,2077.73,50.68
572,2135,ibitinga,SP,145,3,-15.87,3.3,145,5341.37,36.84
573,2079,contagem,MG,44,2,-7.36,4.48,44,4748.1,107.91
574,1292,bebedouro,SP,136,1,-14.57,4.12,136,6080.47,44.71
575,455,curitiba,PR,13,4,-7.85,4.69,13,434.51,33.42
576,48,maua,SP,95,3,-8.76,4.51,95,8091.6,85.17
577,2789,ubatuba,SP,21,3,-9.3,4.43,21,1671.3400000000001,79.59
578,973,sao bernardo do campo,SP,39,1,-9.53,4.46,39,2429.0,62.28
579,1750,barueri,SP,83,8,-10.22,4.22,83,3733.68,44.98
580,3054,curitiba,PR,38,3,-8.68,4.45,38,4225.0,111.18
581,2085,fronteira,MG,45,1,-11.78,4.11,45,4430.28,98.45
582,2809,itapecerica da serra,SP,2,1,-8.5,5.0,2,306.89,153.44
583,2099,sao paulo,SP,12,1,-6.75,4.83,12,901.8299999999999,75.15
584,2719,jaguaruna,SC,25,3,-17.04,3.72,25,723.5,28.94
585,2166,limeira,SP,189,12,-11.27,4.14,189,10407.11,55.06
586,909,niteroi,RJ,6,2,-15.0,4.0,6,680.53,113.42
587,1288,anapolis,GO,22,2,-12.09,4.41,22,1833.43,83.34
588,2743,brejao,PE,42,7,-11.66,4.5,42,4193.94,99.86
589,741,rio de janeiro,RJ,9,4,-14.12,4.22,9,1987.29,220.81
590,229,ponta grossa,PR,9,1,-11.89,4.44,9,498.61,55.4
591,2862,sao paulo,SP,43,4,-9.26,3.67,43,14238.42,331.13
592,1556,sao caetano do sul,SP,4,1,-8.75,4.5,4,517.8,129.45
593,2218,uba,MG,76,4,-15.79,4.12,76,8790.49,115.66
594,1888,sao jose dos pinhais,PR,3,1,-10.33,2.33,3,117.68,39.23
595,2965,sao bernardo do campo,SP,125,3,-11.68,4.25,125,55826.78,446.61
596,2307,cajamar,SP,206,2,-9.59,4.42,206,25608.690000000002,124.31
597,848,sao paulo,SP,222,9,-10.24,4.1,222,9897.460000000001,44.58
598,1826,rio de janeiro,RJ,207,13,-12.38,3.96,207,11887.22,57.43
599,2691,sao paulo,SP,5,2,-6.4,4.2,5,310.5,62.1
600,870,sao paulo,SP,83,2,-7.73,3.92,83,2528.2,30.46
601,876,pedreira,SP,23,2,-11.09,4.39,23,907.77,39.47
602,282,sao paulo,SP,63,1,-22.65,4.37,63,49829.0,790.94
603,674,rolante,RS,10,1,-10.2,4.1,10,434.0,43.4
604,1106,joinville,SC,13,4,-19.15,3.92,13,2241.0,172.38
605,2655,belo horizonte,MG,3,1,-12.33,4.0,3,1170.0,390.0
606,924,cornelio procopio,PR,63,2,-9.52,4.52,63,3473.1,55.13
607,479,ribeirao preto,SP,3,1,-17.0,4.0,3,329.96999999999997,109.99
608,2555,brasilia,DF,21,2,-14.24,3.95,21,1758.2,83.72
609,791,maringa,PR,2,2,-8.5,4.0,2,247.99,124.0
610,2527,sao paulo,SP,3,1,-5.0,5.0,3,320.70000000000005,106.9
611,104,botucatu,SP,23,2,-12.91,3.3,23,2073.3,90.14
612,396,salto,SP,197,3,-15.34,3.81,197,15876.5,80.59
613,811,mogi das cruzes,SP,13,1,-8.69,4.0,13,1186.5,91.27
614,1697,goiania,GO,26,2,-11.42,4.15,26,2616.75,100.64
615,1620,mage,RJ,56,2,-10.91,4.73,56,6816.1900000000005,121.72
616,733,curitiba,PR,20,2,-14.3,4.35,20,848.3,42.42
617,2636,sao pedro da aldeia,RJ,13,2,-8.23,4.77,13,728.79,56.06
618,254,conselheiro lafaiete,MG,10,1,-16.33,4.5,10,333.5,33.35
619,2902,maua,SP,89,4,-10.65,4.24,89,3895.88,43.77
620,1546,tanabi,SP,8,1,-13.5,3.75,8,1426.88,178.36
621,2158,tanabi,SP,13,1,-9.25,4.0,13,690.87,53.14
622,0,santo andre,SP,3,1,-10.67,3.67,3,2685.0,895.0
623,1591,sao paulo,SP,3,1,-11.33,4.0,3,83.69999999999999,27.9
624,1384,videira,SC,90,1,-22.81,3.44,90,40235.0,447.06
625,1685,vassouras,RJ,12,5,-10.08,4.33,12,1041.3,86.78
626,1398,franca,SP,59,2,-12.54,3.92,59,12924.1,219.05
627,1870,franca,SP,72,3,-14.78,3.9,72,13462.17,186.97
628,2644,sao sebastiao,SP,48,1,-14.37,3.73,48,8599.0,179.15
629,1514,braganca paulista,SP,46,2,-8.74,4.59,46,31803.27,691.38
630,1953,joinville,SC,4,1,-9.5,4.5,4,1011.52,252.88
631,968,rio de janeiro,RJ,12,3,-9.83,4.25,12,7401.94,616.83
632,2559,sao paulo,SP,10,4,-18.0,4.0,10,3451.3,345.13
633,645,dracena,SP,244,2,-15.02,4.1,244,6070.8,24.88
634,2839,paulinia,SP,11,1,-13.18,3.91,11,3739.87,339.99
635,2622,sao paulo,SP,67,5,-8.02,4.61,67,1544.4,23.05
636,1454,sao paulo,SP,17,2,-4.76,4.65,17,587.46,34.56
637,2147,caxias do sul,RS,46,4,-12.56,4.09,46,27573.0,599.41
638,375,limeira,SP,18,1,-11.39,4.44,18,4251.0,236.17
639,2164,belo horizonte,MG,5,1,-30.33,3.8,5,1007.4999999999999,201.5
640,2956,sao paulo,SP,120,2,-10.88,3.81,120,3063.67,25.53
641,683,uniao da vitoria,PR,1,1,-14.0,4.0,1,41.9,41.9
642,653,limeira,SP,8,1,-19.38,4.0,8,4536.99,567.12
643,1609,sao paulo,SP,53,4,-14.65,3.81,53,5096.389999999999,96.16
644,438,poa,SP,178,2,-8.63,4.22,178,9246.01,51.94
645,1221,sao paulo,SP,72,2,-9.6,4.43,72,3421.83,47.53
646,1988,ibitinga,SP,167,2,-13.07,4.06,167,16055.8,96.14
647,2430,sao paulo,SP,1,1,-10.0,1.0,1,133.0,133.0
648,2526,santo andre,SP,71,2,-5.26,4.82,71,7319.44,103.09
649,2190,arapongas,PR,14,1,-17.27,3.93,14,551.92,39.42
650,2954,guarulhos,SP,93,1,-10.08,3.46,93,5880.65,63.23
651,2214,itajai,SC,47,1,-12.15,4.36,47,13716.7,291.84
652,179,curitiba,PR,56,2,-10.29,4.27,56,4702.91,83.98
653,1585,sao carlos,SP,19,2,-17.89,3.68,19,1374.8500000000001,72.36
654,1299,rio de janeiro,RJ,45,2,-12.98,3.82,45,4464.8,99.22
655,1973,miguelopolis,SP,3,1,,1.0,3,339.70000000000005,113.23
656,2136,sao caetano do sul,SP,10,2,-6.8,3.8,10,497.4,49.74
657,2651,borda da mata,MG,473,4,-11.79,4.16,473,37287.06,78.83
658,1989,curitiba,PR,29,2,-12.55,4.17,29,5018.1,173.04
659,2718,duque de caxias,RJ,12,4,-8.25,3.83,12,885.0,73.75
660,2493,rio de janeiro,RJ,32,6,-8.84,4.5,32,4158.55,129.95
661,1677,sao paulo,SP,2,1,-10.0,5.0,2,120.5,60.25
662,1494,cascavel,PR,148,1,-15.1,3.97,148,15582.29,105.29
663,780,santo andre,SP,10,1,-7.2,4.1,10,395.5,39.55
664,2334,itajai,SC,17,1,-16.81,4.41,17,971.25,57.13
665,321,penapolis,SP,34,6,-11.62,4.24,34,4046.5,119.01
666,1737,mirassol,SP,2,1,-32.0,4.0,2,599.8,299.9
667,2744,presidente epitacio,SP,9,2,-16.44,4.67,9,858.5,95.39
668,493,porto ferreira,SP,84,1,-14.82,3.35,84,5540.0,65.95
669,1526,sao caetano do sul,SP,1,1,-7.0,5.0,1,119.9,119.9
670,801,ribeirao preto,SP,132,1,-16.79,3.69,132,13595.800000000001,103.0
671,2652,franca,SP,1,1,-18.0,4.0,1,199.99,199.99
672,462,maua,SP,1,1,-12.0,5.0,1,96.99,96.99
673,2821,sao paulo,SP,4,1,-4.33,3.5,4,60.05,15.01
674,1134,cotia,SP,26,1,-8.62,4.08,26,291.11,11.2
675,2592,salto,SP,106,3,-9.77,4.17,106,12292.6,115.97
676,1118,sao jose dos campos,SP,43,5,-12.98,4.21,43,10152.52,236.11
677,2129,carazinho,RS,58,4,-8.47,4.21,58,9254.29,159.56
678,1569,guarulhos,SP,14,3,-19.71,3.57,14,2153.9,153.85
679,444,sao paulo,SP,118,6,-9.98,4.39,118,11739.49,99.49
680,779,belo horizonte,MG,13,7,-17.77,4.23,13,2571.95,197.84
681,24,londrina,PR,134,1,-10.88,4.36,134,15147.130000000001,113.04
682,1926,mirandopolis,SP,79,3,-11.86,3.91,79,13312.1,168.51
683,284,ibitinga,SP,570,2,-12.95,3.6,570,34210.56,60.02
684,2155,ibitinga,SP,50,1,-13.69,3.74,50,5224.1,104.48
685,1515,sao jose do rio preto,SP,22,3,-17.73,4.45,22,10103.52,459.25
686,2739,rio de janeiro,RJ,7,1,-11.71,4.14,7,164.29999999999998,23.47
687,2194,santos,SP,6,4,-7.67,4.83,6,413.4,68.9
688,2084,curitiba,PR,12,2,-11.92,3.92,12,734.0,61.17
689,596,sao paulo,SP,5,3,-6.2,3.4,5,246.49,49.3
690,525,cachoeiro de itapemirim,ES,1,1,-7.0,5.0,1,109.9,109.9
691,153,sao paulo,SP,61,2,-12.43,3.75,61,5501.400000000001,90.19
692,1294,sao caetano do sul,SP,23,1,-8.48,4.61,23,668.12,29.05
693,1128,nilopolis,RJ,23,3,-8.65,4.7,23,5239.7,227.81
694,1986,orlandia,SP,6,1,-4.0,5.0,6,839.4000000000001,139.9
695,248,maringa,PR,3,1,-17.67,3.0,3,599.97,199.99
696,2875,sao paulo,SP,31,2,-13.68,3.81,31,4230.0,136.45
697,1914,ribeirao preto,SP,1,1,-14.0,5.0,1,19.3,19.3
698,966,claudio,MG,69,1,-14.93,4.0,69,4047.7,58.66
699,923,sao paulo,SP,2,1,-13.0,5.0,2,192.54000000000002,96.27
700,137,uberlandia,MG,24,1,-13.61,4.04,24,1185.6,49.4
701,441,cotia,SP,50,1,-9.5,4.34,50,1671.54,33.43
702,2172,sao paulo,SP,100,4,-12.71,4.37,100,4759.19,47.59
703,1664,curitiba,PR,5,2,-7.4,4.4,5,319.5,63.9
704,3041,belo horizonte,MG,122,3,-9.42,4.37,122,4607.4,37.77
705,83,maringa,PR,30,1,-10.07,4.37,30,9070.0,302.33
706,537,ibitinga,SP,52,3,-14.06,3.52,52,3760.38,72.32
707,1052,sao paulo,SP,57,3,-14.25,3.79,57,3705.64,65.01
708,1239,sao paulo,SP,13,1,-11.54,4.38,13,343.9,26.45
709,2815,uberlandia,MG,27,3,-15.08,3.59,27,2902.79,107.51
710,1648,viamao,RS,5,2,-7.0,4.8,5,281.8,56.36
711,558,ribeirao preto,SP,12,2,-13.25,3.08,12,2005.0,167.08
712,2219,macae,RJ,38,2,-10.32,4.32,38,24696.2,649.9
713,2556,itapetininga,SP,1,1,-14.0,5.0,1,328.9,328.9
714,1711,sao paulo,SP,35,3,-10.03,4.23,35,4573.33,130.67
715,2070,rio de janeiro,RJ,49,2,-14.25,3.92,49,16720.0,341.22
716,2093,curitiba,PR,93,2,-17.29,4.06,93,11916.3,128.13
717,2863,londrina,PR,13,3,-21.45,4.0,13,2421.7,186.28
718,2453,indaiatuba,SP,94,7,-22.51,3.44,94,4930.07,52.45
719,2277,sao paulo,SP,91,1,-9.77,4.01,91,10615.2,116.65
720,2442,sao paulo,SP,55,1,-9.56,4.07,55,3093.25,56.24
721,2730,engenheiro coelho,SP,17,1,-10.59,4.24,17,793.9,46.7
722,2175,echapora,SP,44,2,-13.91,3.95,44,2212.47,50.28
723,2409,artur nogueira,SP,16,1,-13.88,4.38,16,1312.3999999999999,82.02
724,2522,cotia,SP,17,1,-8.65,4.53,17,2415.93,142.11
725,2126,diadema,SP,53,2,-14.04,3.92,53,8153.41,153.84
726,691,sao paulo,SP,40,2,-6.85,3.9,40,5177.8,129.44
727,2985,sao paulo,SP,25,1,-17.52,3.36,25,4300.6900000000005,172.03
728,1560,brasilia,DF,30,1,-17.53,4.47,30,1516.7,50.56
729,890,limeira,SP,230,2,-9.66,4.32,230,16300.5,70.87
730,2721,braganca paulista,SP,60,3,-12.64,4.25,60,15480.0,258.0
731,235,sao paulo,SP,11,1,-22.27,4.09,11,4987.0,453.36
732,281,sao paulo,SP,4,1,-25.33,3.75,4,1414.98,353.74
