review_comment_message,review_score
qualidade muita boa ,5
entrega super r pida  linda embalagem e o produto   impec vel   amei   super recomendo     ,5
entrega no prazo  produto adquirido  perfeito estado  muito bom ,5
eles anunciam um produto  entregam outro     n o compro mais nesse loja e o pior   que esta dif cil comprar no stark  tamanha a quantidade de lojistas ruins como esse   ,1
sempre compro nas lannister e n o tenho nada a reclamar tudo perfeito ,5
o pedido foi entregue muito antes do prazo estabelecido  super recomendo,5
n o recebi a l mpada de led,3
muito bem embalado e dentro do prazo ,5
perfeito,5
n o gostei muito ruim n o compro mais nessa loja ,1
recomendad ssimo   timo produto e entrega muito r pida e eficiente ,5
gostei muito loja recomend vel ,5
tentei fazer o cancelamento da compra e o site n o permitiu  depois consegui  mas o d bito no cart o de cr dito foi efetivado,1
amei minhas banquetas  produto veio em perfeito estado  dentro prazo  em   dias  o prazo era de    dias  sem nehuma avaria recomendo o vendedor ,5
o produto foi enviado corretamente e no prazo ,5
o e mail consta rel gio e gravadora mas somente foi entregue o rel gio pelo correio,4
produto de qualidade  consegui organizar todos os livros da minha filha  ficou lindo  pre o bom  entrega dentro do prazo ,5
recebi apenas um dos produtos e a empresa n o entrou em contato comigo   ,2
recebi o produto errado  gostaria de devolver  e quero meu dinheiro de volta ,1
ola estou muito descontente com o servi o o produto e de pequeno porte e ate momento n chegou na minha casa j  comprei objetos de maior valores e nunca tive problema j  este,1
excelente,5
muito bom  r pido como sempre,5
muito bom foi entregue antes do prazo,5
excelente pra quem anda de moto no frio,5
chegou antes do prazo previsto,5
o produto foi entregue beeeem r pido e o mesmo    timo possui exatamente a cor que procurava a m scara   puxada para o vinho com tra os de roxo   ,5
n o recebi o produto que comprei   recebi produto diferente,1
comprei dois suporte e recebi apenas   ,1
chegou bem antes do esperado ,5
daqui    dias eu posso dar a minha opini o ,4
adorei  obrigada ,5
muito bom  pedido entregue antes do prazo e embalagem bem apresentada  ,5
super adorei meu produto  exatamente como visto no site e chegou dentro do prazo estimado no ato da compra ,4
tudo foi entregue,5
a loja me enviou a pel cula azul e eu tinha adquirido a transparente  portanto n o vou usar   ,3
esse produto veio quebrado quero outro,1
gosto de comprar na stark   nunca tive problema com minhas compras ,5
tudo certo  exceto algumas informa  es nas caracter sticas do produto n o procede  ,3
obrigado pela preocupacao com o clinte fiquei muito sastifeita      com o produto o produto veio do gente q pedir no site  ,5
veio tudo certinho e a entrega foi bem antes do prazo ,5
as estampas s o lindas e veio td no tempo certo e em perfeito estado  adorei ,5
al m de chegar no  ltimo dia  venho quebrado ,1
entrega super r pida  parab ns a loja e os correios ,5
comprei na comodidade de internet por m n o entregaram na minha casa tive que buscar no correio odiei isso n o recomendo pq n o tive a comodidade de receber em casa apesar de pagar frete  ,2
bom entregou antes do prazo ,5
um simples mouse de computador n o deveria demorar tanto para ser entrgue ,3
o produto chegou r pido  no entanto o bra o do encosto da cadeira estava instalado ao contr rio  eu tive que desmontar e recolocar para ajustar o produto de forma correta   n o havia manual para tal ,3
ele poderia ficar mais certo fica meio torto ,5
produto corretamente enviado  bem embalado e at  antes do prazo ,5
servi o excelente qualidade entrega capricho aten  o cuidado vou continuar comprando com a empresa parab ns por cativar os clientes vou recomendar amei ,5
sou f  fiel da baratheon desde sempre  pelo respeito que esta loja tem pelo consumidor  recomendo   ,5
pois comprei um conjunto de   toalhas de banho  que cada uma era de cores diferentes  mais na verdade vieram   das cores verdes    das cores laranja e   brancas,1
entrega antes da data prevista  adorei o produto ,5
o travesseiro    timo  super confort vel  e tem altura ideal  ,5
meu produto n o chegou  prazo de entrega de    dias e mesmo assim nao foi entregue  n o recomendo,1
ol  bom dia    realizei uma compra pelo site das lojas lannister  comprei   jogos de capas de almofadas  todavia recebi apenas um desses produtos  como deve proceder     aguardo contato,1
 tima compra  produto entregue no prazo   s  fico muito injuriado com o imposto cobrado pelos governos ,5
recomendo  produto de  tima qualidade e entrega muito antes do prazo,5
mto bom encomendei um tipo de toalha e recebi outro ,5
ok,4
estou aguardando meu produto chegar est  em atraso    mas j  recebi outro produto antes queria saber porque esse n o chegou  ,1
recebi e n o funciona solicitei a troca ou devolu  o  vamos aguardar    ,1
 timo produto entrega super r pida,5
n o chegou nada do meu produto ,1
produto muito bom e entrega rapida  obrigada,5
bom dia  o produto tem embalagem diferente da foto  mas confirmei com minha amiga e ela disse que era ele mesmo  ent o poderiam atualizar a foto   quanto ao produto   excelente,4
ainda estou esperando o produto chegar e o prazo era at  ontem ,1
produto chegou certinho e rapido      ,5
recomendo sempre meus parab ns ,5
demorou muito,4
apesar dos produtos da loja serem de bom custo  o tempo da entrega e a falta de informa  es para o cliente sobre o andamento do pedido  deixa muito a desejar  infelizmente n o recomendo a terceiros ,2
amei o produto  do jeito que eu esperava e imaginava  j  usei muito ,5
barato mas poderia ser melhor o produto,3
n o tenho como avaliar se ainda n o estou de posse do produto  qual a previs o de chegada ,2
a pel cula de vidro veio riscada e sem o pl stico   de prote  o e a capa do j  muito larga   a pel cula do a  levanta as bordas n o d  para usar junto com a capa protetora ,1
gostei muito de comprar na targaryen  pq entregam dentro do prazo ,5
tudo  timo ,5
compra perfeita     recomendo com m ritos ,5
recebi o produto muito antes do programado,5
tapete top ,5
meu pedido era pra ter chegado at  no m ximo dia    de mar o  hoje j    dia    de mar o e ainda n o chegou    estou bastante desepcionado com a loja ,1
gostaria de saber pq o produto n o foi entregue  gostaria de uma solu  o ,1
n gostei do produto n era oq imaginei nem oq eu eeperava,1
comprei um balan o infantil  e me entregaram    x caras de caf  azul marinho  com pires  sem valor comercial algum  como n o sabia do erro a embalagem foi aberta ,1
preciso de uma posi  o  at  agora n o recebi o produto ,1
excelente    veio certinho  veio bem antes do dia    super recomendo      obg ,5
promessa cumprida entrega no prazo muinto bom ,5
produto muito bom  veio com nota fiscal e n o veio lacrado e protegido ,4
transa  o  tima  como tadas que fiz junto ao stark ,5
gostei de tudo e a entrega foi bem antes da data falada  otimo  e o frete nao foi tao caro ,5
comprei e paguei um produto em              no dia       recebi mensagem da lannister com dizendo que houve problema na entrega nos correios  desde ent o tenho reclamado sem obter nenhuma resposta ,1
n o recebi o produto conforme a foto do an ncio  j  solicitei a devolu  o e ainda aguardo resposta   n o fiquei satisfeita com esse produto que   inferior ao d  foto do an ncio ,1
 timo relogio  a pulseira   super confort vel ,5
estou aguardando resposta sobre pq n o enviaram o produto ainda   ,1
n o recebi o produto ,1
o produto chegou em perfeito estado e antes do prazo estabelecido  o produton  bom e atingiu as minhas expectativas ,5
sempre comprei com o baratheon  e continuarei comprando ,5
produto muito bom e entrega r pida ,5
chegou bem antes do prazo  ,5
recebi a mercadoria dentro do prazo previsto   estou satisfeita com a qualidade da mercadoria   recomendo a comprar na lannister ,5
no meu pedido aparece que ja foi entregue  mas n o recebi nada ainda,1
produto bom,4
mais r pido do que o previsto ,5
s  n o gostei que os pezinhos do cesto s o desnivelados deixando o cesto bambo ,4
chega super r pido produtos  timos,5
super recomendo,5
tudo certo   timo produto e bem acabado ,4
s  n o gostei da nota colado com fita sem colocar no saquinho rasgou a nota s  que n o tenho impressora pra imprimir o que venho pelo mail,2
mesmo a entrega arrasada eu ainda quero minhas panelas,1
produto enviado rapidamente  chegou direitinho  recomendo ,5
recebi no prazo e o produto   de boa qualidade ,5
produto entregu no prazo conforme pedido ,5
 timo produto  s  os correios q como sempre fez lamban a e demorou um pouco mais pra chegar ,4
com descrito na avalia  o ainda n o montei mas abri a embalagem que veio muito bem embalado para ver a cor     exatamente o que pedi ,5
comprei duas unidades do produto e s  veio uma  n o consigo atendimento ,1
a data de entrega era dia             mais ainda n o recebi meu produto na minha residencia,1
pedi o cancelamento do produto logo ap s a compra e mesmo assim ele foi enviado e nem chegou para mim  n o quero o produto ,1
pontualidade ,5
o produto era pra ser entregue at        e at  o momento         ainda n o recebi ,2
o secador chegou na data certa  agora a chapinha ainda n o recebi   ,3
entregou bem antes do prazo  muito satisfeita ,5
demorou muito pra chegar  mas acredito ser por conta dos correios ,3
compro a bastante tempo nas lannister e os produtos sempre chegam bem antes do prazo e s o de  timas qualidades ,5
n o recebi meu pedido ainda   o prazo era at  dia           ,3
recebi antes do prazo   tima loja  produto intacto ,5
rapido e seguro,5
recomendo a todos,5
o material da mochila ficou a desejar ,1
indico,3
produto muito  til e  tima qualidade,5
a minha filha adorou o brinquedo    o prazo foi obedecido    ,5
bom d     ,3
maravilhosa  a cadeira veio praticamente montada  muito boa ,5
bem pequeno ideal p levar no carro ,4
rapidez e prontid o ,3
estou usando o produto  parece cumprir o que promete ,5
parab ns pelo comprometimento com seus clientes  ,4
tudo perfeito  ficaria melhor se tivesse parcelamento  pelo menos em   vzs    mesmo assim agrade o pelo produto  era do jeito que estava pensando  ,4
boa recomendo,5
apesar do site dizer que o produto possu a enrolador autom tico do fio  o produto que recebi possui fio fixo  ,1
n o recebi meu produto at  hoje   era um presente de casamento ,1
produto como anunciado boa qualidade bom acabamento foi facil a instala  o at  o momento a compra foi boa ,5
t    t t,3
todo certo entrega rapida ,5
mandou errado e quando pedi pra trocar disse que n o tinha e cancelou sem avisar ningu m  tive que ligar e perguntar ,1
o produto demorou muito para chegar e veio com defeito  ao contatar a loja  tive que insistir para trocarem mesmo com fotos dos defeitos e ainda por cima tive de pagar para enviar  preju zo ,1
 tima loja  produto correto entregue no prazo  excelente,5
capa protetora de celular igual a descri  o  por m  o tamanho da capa e da pelicula de vidro veio maior doque o modelo descrito  super chateada por n o receber o que era esperado ,1
gostei do produto,5
s o bonitas  o  nico problema que s o muito finas  deveria ser melhor ,3
excelente qualidade   ,5
recebi antes do prazo por m produto um pouco diferente da foto  na foto parecia ser maior,3
o produto chegou antes do prazo o que posso dizer e que as lannister e uma loja que se preocupa com o seu consumidor  e quando eu precisar compra novamente irei comprar so nas lannister  obrigado  ,5
recebi o produto antes do prazo que me deram e veio igual ao anunciado,5
n o recebi o rel gio ,1
deveria ter frete gr tis,5
n o telefonou nem mandou email pra informa o q est  a acontecendo  com a entrega uma bosta essa empresa devia fechar de t o ruim q e o atendimento ,1
paguei por um cabo e um carregador de celular  por m recebi somente o carregador ,2
meu filho adorou a bandana n o quer mais tirar ,5
n o entendi cancelei o pedido e vcs me mandao mensagem n o quero mais o len ol e quero o dinheiro de volta no saite est  um len ol lindo e chegou um totalmente diferente ,1
muito bom chegou no prazo eu recomendo produto muito bom   ,5
entrega perfeita  parab ns ,5
produto entregue dentro do prazo e de acordo com o escolhido ,5
a loja foi rapida em preparar o produto para ser postado  porem os correios nao entregaram o produto  e ja faz mais de um mes ,3
sem informa  es sobre o paradeiro  ,1
boa,5
sendo aus ncia de pl stico bolha  mais chegou antes do prazo e em perfeito estado ,4
produto excelente  entrega antes do previsto ,4
excelente,5
produto como descrito e chegou antes do prazo,5
o pre o aqui no site esta bem mais em conta do que no site oficial do produto  n o tive problemas nenhum  desde a compra   entrega ,5
estou esperando meu produto,1
nao recebi o produto completo   de   copos faltaram      aguardo resposta,1
entrega no prazo  bem embalada  produto correto  estou muito satisfeito ,5
produto  timo e entregue beem antes do prazo  ,5
adorei o brinde ,5
produto n o correspondeu as expectativas   n o funciona     ,1
tenho outro sling de outra marca com tecido muito mais macio  male vel e agrad vel,2
muito bom,5
produto excelente  entregs r pida,5
produto entregue no prazo  conforme combinado ,4
 timo produto  veio tudo certinho antes do prazo de entrega  a bolsa tem  timo acabamento  superou minhas expectativas ,5
entregaram um produto totalmente diferente do que eu comprei   me entregaram uma antena de    dbi  n o foi o que eu comprei ,1
produto lindo ,5
estou satisfeito,5
  timo produto e o prazo de entrega foi cumprido  recomendo,5
 timo produto,5
ainda n o recebi o produto,1
ainda nao rrecebi,1
somente o quadro cofre para minha pr xima viagem   x  x cm foi entregue ,1
entregou no prazo por m muito demorado ,4
a melhor loja entrega r pida recomendo a todos ,5
ok,2
foi entregue antes do prazo gostei    ,5
eu recomendo  ,5
muito bom  super recomendo  ,5
tudo dentro da normalidade de venda  compra e entrega ,5
produto entregue em m os lindo e original desagradou o fato de cobrar taxa de entrega r pida    dias e n o cumprir com o combinado quero reembolso da taxa extra n o se vende o que n o t m  ,3
linda e confort vel essa cadeira    ,5
chegou no prazo  rel gio lindo ,5
produto top pra quem que apaixonado por fazer drinks  recomendo o produto e a loja tbm que entregou no at  antes do prazo ,4
n o recomendo essa loja pra ningu m comprei o presente do meu filho no dia    de janeiro vai fazer um m s e nada ainda est o dizendo que o carteiro chamou e ningu m atendeu fiquei o dia inteiro emcasa,1
chegou conforme combinado ,4
pedi   unidades do produto   s  foram entregues   unidades,1
comprei um quite de tesouras fio navalha  mas n o recebi o modelo que foi escolhido pelo site,1
excelente,5
excelente    ,5
embora no site da stark consta que o produto foi entregue eu n o o recebi  segundo a portaria do meu condom nio  pessoal da seguran a  a mercadoria n o foi entregue  ou seja eles n o refeberam nad,1
produto muito bom  tudo certo no meu ps   recomendo ,5
muito satisfeita  o produto   lindo  recomendo ,5
bom produto recomendo,4
produto entregue de acordo com as expectativas ,5
 timo muito obrigado ,5
ainda n o recebi o produto  j  passou do prazo e ningu m entra em contato pra dizer o que houve ,1
quero trocar e nao estou conseguindo a cinco dias,1
muito r pido a entrega ,5
 bom  ,5
compra excelente   timo servi o   timo produto ,5
produto chegou antes do prazo e era exatamente o que eu estava procurando,5
demorou um a entrega,1
bom produto,3
j  sou cliente antigo e confio da organiza  o,5
produto entregue no prazo  e o atendimento sempre excelente  ,5
na minha avalia  o considero o produto como n o entregue pois est  fora das especifica  es da minha compra no site o correto seria com a capacidade de   litros ao inv s disto recebi um produto de    l,1
o pen drive que grava voz e v deo chegou no prazo  por m est  com defeito  n o est  gravando nada  mandei um email para a loja que enviou o produto   aguardando uma posi  o para resolu  o do problema ,1
cartucho original lacrado,5
infelizmente o produto veio com defeito de f brica e j  acionei a devolu  o do produto,3
n o recebi o produto ,1
a minha avalia  o   muito baixa     pois  ainda n o recebi a minha copra   ,3
produto chegou bem antes do prazo e   exatamente igual ao anuncio  a pelicula de vidro n o   das mais resistentes  mas atende ao usu rio cuidadoso ,5
entrega r pida dentro do prazo ,5
nao consigo contato com ninguem pra saber do meu produto  tamb m nao   real a informacao sobre o motivo da nao entrega do produto mas nao consigo fazer a reclamacao ,1
chegou bem rapido gostei muito dessa capinha   bem transparente e n o oculta a beleza do celular baratheon de parabens como sempre ,5
n o recebi a colcha vinho  reclamei mas n o deu em nada  n o recomendo   quero a colcha ou o meu dinheiro de volta,1
muita demora para a entrega ,3
comprei   anilhas s  chegou   ,1
recomendaria a loja por sua rapidez e preocupa  o com o cliente ,5
correios informa que ate agora n o chegou no cd da minha cidade  mas loja que entrega com o correio so se pode esperar isso mesmo,1
como o produto foi violado  j  entrei em contato com o baratheon que segundo a atendente ser  reenviado outro quite quero salientar ainda que o  nico produto que me entregaram foi o fixador de cachos ,4
excelente qualidade ,5
a mesa mesmo sendo pequena   bonita e me atendeu bem  quanto a entrega tive problemas com a transportadora correios mais foi resolvido ,3
acho que se pago frente tenho que recebero produto na minha resid ncia ,1
tudo que pedi chegou no prazo   at  antes o tapete e super macio  baratheon muito eficiente ,5
comprei dois kits para meus aparelhos j  samsung  ambas capas pl sticas tem corte errado  tapando o flash  a pel cula n o cobre toda a extens o da tela  desejo proceder com a devolu  o  para troca ,1
produto chegou r pido ,4
chegou em uma semana o prazo era de um m s ou mais pq em dia de jogo da copa n o seria contado como dias uteis  fiquei muito satisfeita com a rapidez muito bom  ,5
produto entregue no prazo   de  tima qualidade,5
produto de qualidade ,5
a foto do site enganou o tamanho do relogio  achei que estava comprando o pequeno e era o grande ,3
recebi corretamente  mto antes do prazo estipulado ,5
comprei dois produtos    este foi entregue no prazo   o outro ainda n o foi entregue e o prazo j  acabou ,4
produto do camel          paraguai  pior compra que j  fiz na internet   an ncio n o condiz com o produto     quero devolver   ,1
muito bom,5
n o recebi na cor que estava no an ncio ,3
 timo produto  entregue antes do tempo  ,5
muito bom esquenta r pido ,5
loja com a menor taxa de entrega pro meu bairro  com o produto no melhor pre o  entregando antes da previs o   estou muito satisfeito ,5
entrega no prazo e produto de qualidade ,5
excelente rel gio ,4
comprei jogo cama casal em seda prata  a cor veio correta  contudo a confec  o   de baixa categoria  costuras soltas e esga adas  feito sem qualidade  n o recomendo   n o compraria de novo  p ssima  ,1
recebi um produto diferente do que pedi e n o estou sendo assistida quanto a isso  ,1
gostei  recebi a tes do prazo,5
o produto n o   t o port til quanto anunciado ,4
 timo vendedor  recomendo a todos ,5
produto de qualidade ,5
otimo pre o,5
infelizmente nenhum dos pinos serviu para o meu note,4
entregue antes do prazo     amei  ,5
tudo conforme anunciado  recomendo ,4
muito bom  ,5
antes do prazo e tudo certo  voltarei a comprar,5
n o recebi o kit transmiss o ainda   ,1
essa mochila   muito boa conforme estava escrito e tudo  esse produto   muito bom  por m a caixa veio meia aberta e estava rasgada tbm  s  aceitei pq eu conferi se a mochila estava dentro msm  ,3
comprei o produto no ano passado em dezembro  quase no incio  e demorou demais pra chegar  quase   mes  suplemento na lannister demora demais pra chegar  e so aqui ,2
chegou dentro do prazo ,5
boa,4
na minha opini o a loja foi eficaz e at  mesmo antecipou a entrega que foi feita bem antes do prazo programado ,5
mandei in meras mensagens sobre o rastreamento do meu produto e n o obtive resposta  ja paguei e primeira parcela e nada do rel gio chegar  o que fazer  onde ir  ,1
pedi    unidades e so recebi  ,3
adorei  como na foto,5
excelente vendedor   timo produto ,5
rapida entrega  produto bem embalado  recomendo ,4
achei interessante foi o prazo de entrega que me foi dito  era para eu ter recebido o produto com um m s de prazo  mas bastaram    dias  excelente ,5
entrega muito antes do previs o  produto na validade legal e em perfeito estado  excelente   ,5
tranquilo  s  nunca consigo imprimir a nota fiscal     ,5
entregar o bem antes do prazo ,5
o produto chegou como esperado  excelente ,4
adorei a experi ncia de compra,5
produto entregue r pido e conforme especificado,4
 timo ,4
entrega r pida  produto razo vel recomendo   ,5
satisfeita ,5
sempre que posso e preciso comprar algo  esse   o melhor site ,5
gostei muito ,5
a cadeira chegou desmontada  que   de praxe  j  sabia desse detalhe  meu marido montou sem problemas  a  nica observa  o que fa o   sobre o cuidado com a embalagem  as pe as da cadeira  acento  encost,4
estou aguardando chegar para poder classificar o produto,1
a estampa   muito linda  a caminha para o cachorrinho tamb m  o tecido poderia ser um pouquinho melhor  mas  estou satisfeita  ,3
gostei muito pois entrega at  antes do prazo determinado   muito bom   ,5
recebi o produto no prazo e em perfeitas condi  es  meu sobrinho gostou muito   recomendo ,5
loja lixo  entregaram produto errado  mandei email pro stark reclamando  nem obtive resposta  bela considera ao por um cliente de tantos anos  qro ver o valor na minha fatura  ja q sao diferentes ,1
inrresponsabiliade  estou esperando um produto que o prazo era dia at  dia     estou insatisfeita ,1
demora no prazo da entrega pra um frete t o caro  v rias lojas e v rias taxas de transporte,3
foi entrgue dentro do prazo  porem nao foi entregue o produto com as caracteristicas q comprei  ,2
produto chegou bem embalado e muito antes da data limite de entrega  servi o excelente  recomendo  ,5
 timo servi o ,5
produto entregue rapidamente e conforme anunciado ,5
muito bom   entrega rapido e dentro do prazo  recomendo   muito satisfeita  ,5
n o foi entregue em casa  disseram que n o tinha ningu m pra receber s  que tinha  usaram o expediente mais comodo   entregar todas as encomendas no posto do correio e o cliente se vira pra retirar   ,3
produto muito bom  chegou certinho ,5
gostei,4
meu pedido ainda n o foi entregue  aguardo resposta  ,3
n o recebi meu produto  n o posso avaliar   ,2
produto bom  entrega r pida ,5
o acesso aos pedidos esta muito ruim  precisa melhorar muito,4
cumpriram o prazo e veio tudo certinho ,4
chegou tudo certinho e antes do prazo  ,5
logo no primeiro dia j  percebi um aumento da energia e disposi  o para fazer exerc cios  ,4
duvidas gostaria de saber se esse produto e mesmo original a principio veio direitinho ,4
produto de excelente qualidade e foi entregue antes do previsto ,5
recebi o produto antes do prazo previsto ,5
recomendo a compra nas lannister  pois tem rapidez e confian a,5
tudo ocorreu conforme programado ,5
entrega r pida e produto de qualidade,5
show entregue antes do tempo parab ns    ,5
excelente leitor  superou minhas expectativas ,5
o produto veio embalado apenas por um fr gil envelope  o que ocasionou o fato da caixa do cartucho ficar totalmente destru da ,1
parabens a todos  estou satisfeito ,5
recebi antes do prazo estimado  ,5
beleza e praticidade    a entrega foi dentro do prazo  muito bom ,5
parab ns pelo comprometimento dos envolvidos   att ,5
razo vel ,3
na foto o cabo est  com os conectores instalados mas vieram faltando  alterem a foto ,4
a loja lannister   refer ncia na entrega de seus produtos sempre comprei e recebo muito antes do prazo  mas esse parceiro  n orecomendo ,1
muito bom essa loja chegou antes da data muito r pido vou continuar comprando ,5
muito bom,5
adorei meu rel gio muito lindo ,5
muito satisfeito,5
recebi antes do prazo  e tudo certo  muito satisfeita,5
ainda n o instalei o pneu mas visualmente o produto parece bom e de proced ncia ,4
muito bom produto  recomendo ,4
o produto veio fora do prazo    s  recebi porque solicitei o cancelamento     lament vel ,1
exatamente o que imaginava do produto e com a entrega antes do prazo ,5
produto p ssimo uma das tesouras veio com empenas  n o vou enviar de volta pois sei que   um processo demorado mas estou com o produto insatisfeito ,1
extremamente r pido e eficiente recomendo a loja  entrega foi feito com quase    dias de antecipa  o  tudo perfeito,5
desde o dia    de agosto eu solicitei o cancelamento da compra em quest o e at  a presente data n o obtive retorno  ,4
 tima compra ,5
entrega r pida  material entregue na data  ,5
boa  entrega r pida ,5
gostaria de saber como proceder para receber o produto  pois ainda o quero ,3
ainda n o recebi o produto  sendo assim  n o posso opinar sobre ele  quanto a loja  deixa a desejar quanto aos prazos ,1
fiz varias compras no mesmo dia  j  recebi todas e dessa loja nem not cia  inclusive j  veio at  na fatura do meu cart o de cr dito e j  paguei ,1
excelente vendedor  super pontual  entregou at  antes do prazo ,5
alem de excelente qualidade  o produto foi entregue no prazo conforme especifica  o do site ,5
falta de aten  o e respeito com cliente,1
o fornecedor entrou em contato mas n o deu nenhuma solu  o nem prazo de entrega  n o se responsabilizou pelo atraso  colocou a culpa em uma empresa terceira  apenas comprei e quero receber ,1
eu fui na lojas lannister pra comprar no site lannister pensando ser seguro mero engano  me enviaram embalagem com nota nao sei se e e verdadeira  o produto nao veio e paguei a vista no dinheiro ,1
excelente loja e produto  recomendo,5
produto bom  dentro das especifica  es,4
bom dia  fiz v rias compras pelo site e at  agora foi o  nico produto que n o foi entregue ,5
faltou indicar que seria ideal comprar o kit com a bomba para inflar o produto    ,3
boa,3
foi o  nico lugar em que encontrei esse produto no melhor pre o,5
o produto chegou antes da data marcada   ,3
muito bom,5
bom,4
poderiam treceirizar as entregas  porque meu pedido foi pelos correios   n o sei j  est o  obrigada  ,5
apesar da demora na entrega pois o produto faltava em estoque mas estava a venda   o problema foi solucionado e o produto satisfez a expectativa ,4
recebi o produto em perfeito estado conforme eu precisava e esperava al m de chegar antes do prazo super recomendado ,5
a cortina   perfeita  exatamente como eu queria  tecido leve  recomendo  sem contar que chegou em dois dias ,5
comecei a usar o produto ontem esperando pra ver os resultados dele,5
tudo ocorreu bem e chegou antes do prazo ,5
 timo produto  chegou antes do prazo     ,5
comprei dois rel gios e recebi apenas um  como devo proceder,1
veio conforme divulgado  bem embalado  e realmente o rel gio n o tem aquele barulho chato de tic tac ,5
pedi tr s cactineas e chegou tres canela de velh,1
solicitei o cancelamento antes da entrega  quero exercer meu direito de arrependimento  devolver o produto e receber meu dinheiro de volta  o site da stark dificulta o processo e n o sac,1
como est  especificado no pedido  solicitei o cadeira branca com lil s e recebo uma nota fiscal com a cadeira branca com roxa    o produto branco com roxo  ent o a minha escolha n o valeu de nada     ,2
produto de excelente qualidade  bonito  o atendimento foi muito bom  entrega dentro do prazo ,4
n o recebi o produto  o site poderia mostrar onde o produto est   ,2
encomendado na loja  muito bem tratado   entregue em casa em perfeitas condi  es      ,5
produto chegou antes do previsto  mesmo com a greve   tima qualidade  e f cil de aplicar  recomendo ,5
entre somente uma unidade do spray quando foi comprado   pago duas unidades  na nota fiscal constam duas unidades  preciso ser ressarcido do valor referente a   unidade do spray ,1
gostei muito ,5
chegou r pido e como eu pedi  ,5
o produto   mt bom mas so chegou um cubo o  x x   o outro cubo maior o  x x  nao chegou ,5
s  que era presente e demorou chegar,5
loja excelente  muito bom  obrigada,5
estou no aguardo a entrega deste produto,3
eu comprei o produto no m s de outubro com a inten  o de deixa lo instalado antes de eu viajar  j  viagei  retornei e at  hoje n o recebi o produto  ,1
so n o gostei de pagar o frete e ter q ir retira o produdo na agencia do correios porq os produtos nao foram entregue na minha resid ncia so essa chatea  o  ,5
recebi antes do prazo ,5
estou aguardando h  semanas e at  hj nada ,1
excelente ,5
produto bom    entregue antes do prazo ,5
sempre compre nunca tive problema vou comprar sempre que tiver algo que eu goste,4
paguei o produto e at  agora n o recebi  vou procurar meus direitos junto ao procon ,1
me chateou pois a lancheira que comprei n o tinha    pediram pra escolher outro modelo  escolhi s  que a que mandaram j  foi outro modelo      minha filha gostou mais n o fiquei totalmente satisfeita ,2
chegou tudo certo e o produto e muito bom ,5
 timo atendimento     cumpre o prometido  superando ,5
  um cavelete bem pr tico  mas o acabamento deixa a desejar ,3
chegou a mercadoria antes do prazo,5
cumpriu o acordado ,5
n o recebi o produto ainda  mas aguardo receber at  sexta feira  a previs o de entrega era dia    ,3
fiquei satisfeita ,5
rel gio lindo  exatamente o que eu queria  ,5
ate o momento nao recebi meu produto,1
produto entregue no prazo  recomendo    ,5
n o gostei do produto  pq ele   muito grande  mas   de  tima qualidade  s  n o   o q eu procurava   ,4
ainda n o recebi  estou aguardando a entrega do produto ou o cancelamento da compra ,2
entregou o pedido antes do prazo ,5
bom ,4
bom produto   servi o da loja  ,5
produto otimo muito pratico,5
entao segundo produto que atrasa pra chegar esse ia chegar      ainda nada de chegar,1
at  o momento tudo certo  ,4
deu tudo certo amei a mercadoria  e chegou at  antes do prazo estimado    muito agradecida    ,5
o pedido n o foi entregue ,1
o prazo era at  dia       e at  o momento n o recebi  quero saber o que est  acontecendo ,1
o creme estava derramando  sensa  o de produto velho  ,3
otimo,5
demorou n veio a cor q escolhi e comprei um sof  caro e j  faz mas se   m s e nada de entregar muito insatisfeita e fiz o cart o pelo site no nome de meu marido cyro dias braga entao fiz polishop,2
s  n o veio na embalagem a mg de cada capsula   se puder me informar fico grata   elizane azzi,4
s  chegou   dos dois produtos comprados    no caso chegou o bcaa e falta o hemo rage black ,2
estou tentando trocar meu produto  pedi um waterpik     volts e me entregaram na voltagem     para vender   f cil mas para trocar vc n o consegue falar com ningu m ,1
n o recebi o produto no prazo previsto ,1
 timo custo benef cio   super f cil de montar  pareceu fr gil mas at  agora est  cumprindo o que promete ,5
    ,5
o produto veio com o lula molusco com a cabe a quebrada e n o veio as rochas  apenas a casa do personagem citado est  em bom estado  gostaria de trocar ou reembolso ,2
poderia melhorar o pre o de restante  timo ,5
acabei de receber o len ol  sempre recebo antes do prazo  dessa vez atrasou mais chegou  obrigada ,5
produto nao chegou,1
 n o veio oprotetor de escapamento  ,2
o tapete veio na cor errada  pedi o cancelamento e nada at  agora ,3
muito bom  recomendo  ,5
produto otimo so demorou chegar   ,2
recomendo a todos ,5
o produto chegou quebrado  estou aguardando contato da loja ,1
ok,4
comprei    jogos  s  foi enviado   ,1
entregue dentro do prazo e inteiro ,4
bom,4
ainda n o recebi o produto ,3
n o recebi meu produto e nem obtive ate o momento explica  o para o atraso ,1
muito bonito  superou a espectativa,5
entregue antes do prazo  recomendo,5
a loja postou certo o produto  mas o correio nao entregou ainda,4
o produto demorou muito para chegar     al m disso as imagens na internet n o deixam claro como   o produto real     fora o frete que   muito caro ,2
o tempo de entrega das lannister chega a ser    dias depois do pedido ,1
comprei um len ol de solteiro e a loja me enviou um len ol de casal  solicito a troca,1
atendimento com agilidade principalmente em tirar duvidas sobre o produto a entrega antes do prazo fiquei muito satisfeita com o produto ,5
